headline,label
수출입은행 두산중공업 채권상환용 5억달러 긴급지원...1년 만기 대출로 전환,0
광주시 내장형 동물등록 직접 지원사업 추진,1
“KT 재료 노출 부담 있지만 계단식 주가 상승 이어질 것”,0
[더벨]제약사 오너의 잇따른 매도 버블 전조 지적도,0
"[만났습니다]""돈줄 마른 회생기업 살리려면 신규자금 지원책 필요""",0
[박승찬의 차이나는 차이나 비즈니스(43)] 중국사업 리스크 대응은 어떻게 해...,0
하반기 '깜짝' 또 있을것…LG전자 목표주가 줄줄이 올렸다,0
<특징주>팅크웨어 증권사 호평에 4% ↑,1
최흥식(신임 금감원장) 금감원 내부개혁 칼 뺀다,0
"IEA 석유 소비 전망 갈수록 하향 조정…""코로나 사태 장기화 반영""",-1
셀트리온 셀트리온헬스케어와 467억 규모 공급계약 체결,1
車산업 최악위기 치닫는데..현대차 노조 또 '총파업' 으름장,-1
[특징주]필코전자 `상한가`..실적 개선 효과,1
[오늘 기업 오늘 사람] 현대차·SK바이오팜·삼성전자·이스타항공,0
[판교 핫 이슈] SK바이오사이언스 美 노바백스와 코로나19 백신 CDMO(위탁개...,1
대우조선 2분기 영업손실 최대 3조원 '쇼크',-1
대림산업 인천·대전서 3840억원 규모의 도시정비사업 수주,1
떴다하면 상한가…증시에 내린 연예인주의보,1
[Who Is ?] 김준 SK이노베이션 대표이사 총괄사장,0
'구설이 참 많네' 한국 섹시 콘셉트 요가복 '젝시믹스'를 아시나요,0
롯데케미칼 영위사업 모두 후퇴…적자 전환,-1
KG동부제철 경상이익 12년만 흑자…철강판재 역량 집중,1
[경제포커스] 신임 금감위원장의 역할과 과제…미중 무역전쟁 가능성,0
"[단독] '코스닥 알짜' 이노메트리, 이스트브릿지에 팔린다",0
'당분간 자금 조달 없다'던 안트로젠 100억 유증 추진,1
"국가물산업클러스터 ""국내 물기업 해외수출형 기술개발 지원 사업 추진""",1
포스코 2분기 영업익 1677억...별도기준 영업익 첫 적자 기록(종합),-1
상장 첫 날 공모가 대비 '2.6배↑'...SK바이오팜 투자자들 '잭팟',1
사장 애인이 나가라고 해서... 직장인 3명 중 1명 부당해고 경험,-1
CJ CGV 어벤져스 수혜에 첫 상한가…사상최고가 기록(종합),1
베일 벗는 갤럭시S9 삼성전자 주가 반등 구원투수될까,0
변호사 특혜 채용 비리로 '홍역'치룬 금감원 신입사원 불법 공개채용도 드러...,0
국내 최초 모바일게임 개발업체 컴투스 3년 전 고점 뚫나,0
데브시스터즈 지난해 영업손실 216억 원,-1
'휴대폰 수거·누설 시 처벌'…삼엄한 삼성바이오 감리위원회,0
피씨엘 1420만원 규모 의료기기 등 공급계약 체결,1
두산重 3600억원 김포열병합발전소 공사 수주…2023년 준공,1
제주지식재산센터 재능나눔 사업 추진...참여자 모집,1
세종도시교통공사 '공공개발사업 추진' 기반 마련,1
안산도시공사 재활용품 매각단가 10%↓…시장안정,-1
[장외주식]미래에셋생명 1만원선 저지 실패,-1
테마섹·트러스트브릿지파트너스 위워크 차이나와 지분확대 논의,0
KEIT 대구 지역 12개 공공기관과 신사업 추진…영상 워크숍 개최,1
"크리스탈 ""아이발티노스타트, 국내 조건부허가 3분기 신청""",1
GS그룹 15년 역사 이끈 허창수 회장 '재계 맏형 리더십'은 계속,0
[특징주] 신라젠 급락 하루만에 상승 반전…2.45% ↑,-1
한국카본 수주잔고 상승 시작…목표가↑ - NH투자증권,1
RP·MMF 등 1800조 '그림자금융' 손본다,0
이웅열 회장 티슈진 상장 첫날 공모가 대비 지분가치 1708억 ‘껑충’,0
두산 주류BG 매각 나서…롯데가 인수하면 ‘지각변동’,0
최태원 회장 '승부수'..창립 64주년 SK그룹 수출 기업 탈바꿈,0
돼지고기 가격폭락에 소비도 급감…축산농가 ‘이중고’,-1
코로나19 정리해고 STOP[포토],-1
결실 맺는 삼성 차세대 산업…10년 공들인 삼성 바이오 마침내 흑자로,1
화물로 버텼다…대한항공 2분기 깜짝 흑자 전환,1
[특징주]차이나그레이트 2분기 실적 호조에 '상한가',1
코로나 직격탄에…102년 역사 美렌터카 '허츠' 파산보호 신청,-1
[뉴욕장중] 1~2%대↓…'유가급락·기술주부진’,-1
[연예 마켓+] 조주빈 포토라인 효과? 휠라 주가 20% 이상 상승,0
뉴욕증시 미 세제개편안 기대 재개…3대 지수 동시 사상 최고 마감,1
`돌아온 빅2 악재` 뉴욕 급락..다우 180p↓,-1
광주광역시 취약계층 환경성질환 예방사업 추진,0
한국종합기술 지역난방기술과 신재생에너지 기술 교류 위한 MOU 체결,1
[채널Who] SK바이오팜 주가 어디까지 갈까 조정우 항암제도 도전,0
카카오게임즈 나인아크와 ‘소울 아티팩트’ 퍼블리싱 계약 체결,1
[상한가 근접] 실적개선 기대만발 알비케이이엠디 훨훨…스페로글로벌·씨씨...,1
아시아나케이오 정리해고 투쟁 문화제 용역과 충돌,-1
삼성바이오로직스 '고의 분식'으로 주식거래 올스톱.... 거래재개는 언제?,0
삼성바이오로직스 유럽 제약사 3810억원 규모 CMO 계약 체결,1
현대重 사상 최대 영업손실 1.1조..'비상경영 돌입'(종합),-1
엎친데 덮친 OCI 당기순익도 큰폭 적자…구조조정 칼 뽑은 이우현 대표,-1
"대한항공 ""한앤컴퍼니와 기내식기판사업 영업양수도계약 체결""",1
"코로나로 인해 취업 준비도 언택트, 잡플렉스(JOBFLEX)플랫폼 인기",1
베트남항공 올해 6억달러 적자 전망…무배당 의결,-1
미래컴퍼니 수술로봇 '레보아이' 첫 러시아 판매계약 체결,1
日 TV 어쩌다…가격·성능 등 韓·中 경쟁상대도 안된다,0
인텔리안테크 2분기 흑자 전환 실적 성장… 코로나19 악재 속 선방,1
한전 1분기 기준 역대 최대 영업손실…국제 연료가격 상승때문,-1
'소는 누가 키우나?' YG 위기의 본질 '캐시 카우'가 없다[SS이슈],0
"국제유가, 혼조세...WTI 0.09% 상승",0
[itM] 하반기 IPO 최대어 카카오게임즈 증시에 ‘로그인’ 시동,0
가치축적 제도도입 이후 1억달러 규모 첫 방산수출계약 체결,1
LG화학 2분기 車전지 흑자전환…영업익 전년비 131.5%↑(상보),1
[사설]자만심이 부른 삼성서울병원의 ‘부분 폐쇄’ 치욕,-1
창녕군 노후경유차 조기폐차 사업 추진,1
'버닝썬 사태'로 재조명받는 JYP 성장 동력은…,1
(뉴욕마감)브렉시트 초안 합의·깜짝실적…S&P500 0.28% 상승,0
[비즈 이슈] 메리츠증권 2분기도 호실적 신바람...주가도 껑충,0
포스코 분기 첫 영업적자 '코로나19' 직격탄,-1
[시황 포커스] 엔텔스 실적개선 기대로 상한가,1
[더벨]LG디스플레이 급락하는 신용등급…올해도 강등 유력,-1
한전 2분기 4000억 흑자 이어 3분기 조 단위 이익 전망,1
뉴욕증시 상승 출발…코로나19 백신 기대·기업 호실적,1
[더벨]남화토건 3년 연속 100위권 밖 '맴돌기',0
아이스크림 이슈에...빙그레·해태제과 상한가,1
[특징주] 영백씨엠 실적 개선 기대감에 '상한가',1
현대중공업그룹 연말 수주 대박,1
정철길 위기의 SK이노베이션 구원투수될까,0
한국테크놀로지 흑자전환·연매출 1조원 목표 부각에 상승,1
[특징주] 인지컨트롤스 현대차와 658억규모 공급계약 체결 소식에 ‘강세’,1
롯데케미칼 2분기 영업이익 329억원 '흑자전환' 성공,1
어닝서프라이즈 삼성전자 주가는 왜 떨어지나,0
"교보證 ""아이에스동서, 주가 기대보다 더 오를 것""",1
‘믿을맨’ 바이오 거품 우려에도 끄떡없네,-1
라임사태 키운 ‘규제 완화’… 알고 풀었나 실수였나,1
4월 수출 전년 대비 24%↓…무역수지 99개월 만의 적자,-1
이스타항공 300명 정리해고… 인력감축 최소화,-1
"'민노총 가입' 추진했던 르노삼성 노조 ""당분간 단체행동 자제""",-1
"[삼성전자 2Q 실적]""3분기엔 더 좋다""..주가도 긍정적",0
LG전자 2분기 영업이익 4954억원…전년比 24.1%↓,-1
LGD 실적 우려 주가에 반영…하반기 개선 기대-IBK,0
새마을금고중앙회 내수경제활성화 위한 전통시장 이용 활성화 사업 추진,1
"매서운 성장세 제테마 흑자전환 '자신'..""계획대로 착착""",1
'내실수주 주력' 한국종합기술ㆍ유신 영업이익 흑자 전환,1
"김은경 금감원 소보처장 “라임 판매사, 분조위 결정 수용안하면 피해자 소송 적극 지원할 것”",0
"삼성자산운용, 하나금투·하나카드와 디지털 사업 MOU",1
"한국게이츠 해고 노동자들 ""공장 출입금지 가처분 신청 규탄""",-1
<거래소> 현대페인트 실적개선 힘입어 상한가,1
[클릭 e종목]모두투어 패키지여행 수요 증가…목표가↑,1
카카오게임즈 내달 상장...시총 4조 넘을까,0
내부 정보 이용해 가상화폐 거래한 금감원 직원 '뚜렷한 처벌 규정 없어' | ...,0
진원생명과학 또 上..코로나 수혜주로 몰리는 뭉칫돈,1
코로나시대 ‘화상 수주외교’…韓 원전수출 다시 속도낸다,1
[주간HOT종목]YG엔터 소속 가수 활동 기대감에 주가 'UP',1
대한전선 영국서 925억원 대형 프로젝트 수주,1
위닉스 위니맥스 흡수합병 소식에 '상한가',1
에이엔피 실적 개선에 '上',1
SK이노베이션도 1조7752억 영업손실 쇼크,-1
[종합시황] 코스피 유럽 실망에 '급락',-1
SK하이닉스 업황부진 전망에 주가 약세…지금 사도 될까,-1
삼호·대림코퍼 인천 금송구역 재개발공사 6천289억원에 수주,1
상반기 실적 생보사 '주가하락에 '휘청'… 손보사는 '선방',-1
[itM-마감시황] 코스피 외인·기관 차익실현에 2200선 반납,1
[카드뉴스] 코로나 재확산에 유통 줄줄이 적자 전환:코로나19 사태에 살아남을...,-1
포스코 ‘코로나19 타격’ 첫 분기 적자 기록,-1
[더벨]'실적 개선' HMM 기안기금 수혜 '2호' 되나,1
한국조선해양 연이어 PC선 수주…아시아 선사로부터 870억 수주,1
[공시+] 엑세스바이오 2분기 영업이익 13억원…흑자전환,1
KOTRA 中 중부 투자무역박람회 참가..최대 규모 한국관,0
공급계약 해지 공시 '급증'...투자자 '분통',-1
삼성전자 해외 수주說에…5G 장비주 '껑충',1
SK바이오사이언스 코로나 백신 글로벌 공급 계약,1
[주간브리핑] 2020년 7월 6일,0
[스팟] 뉴욕증시 상승 마감...S&P·나스닥 동시 최고가,1
대한전선 런던 전력망 공급…925억원 규모 프로젝트 수주,1
소프트뱅크 2분기 7.4조원 손실…창사 38년 만에 '최악의 성적표',-1
삼성바이오로직스 2462억원 규모 위탁생산 의향서 체결,1
[2보] 5월 수출 23.7% 감소…무역수지 흑자 전환,1
"[클릭 e종목] ""세아베스틸 최악의 상황은 지났다…목표주가 24%↑""",-1
러-터키 러시아제 S-400 미사일 추가 공급 계약 내년 체결,1
따상 가나? 미투젠 사례로 본 카카오게임즈 공모가 & 경쟁률,1
[더벨]한국테크놀로지 '건설·샤오미' 업고 흑자 전환,1
신안 천일염가격 급락…신안군 판촉 강화,-1
6연속 상한가 플레이위드 '로한M' 흥행에 촉각,1
LCR 완화에 은행채 인기 시들···주식·회사채 발행 28.8% ↓,1
'코로나 쇼크' 호텔신라 1분기 668억 손실…20년만에 적자전환,-1
한전 6000억대 영업적자..전기요금 인상 논란 예고,-1
유럽 증시 신종코로나 확산 주춤에 상승 마감...런던 0.47%↑,1
외국인 배당에 무역적자까지…4월 경상적자 커질 듯(종합),-1
JDC 서귀포시 안심학교 조성사업 본격 추진,1
"[마감시황]코스피, 외국인 매수세에 3거래일 연속 1%대 상승",0
"[특징주] ""삼성전기 목표주가 상향""",1
김봉수 조각가 ㈜피카프로젝트와 전속계약 체결,1
<생생코스닥> 메디톡스 상한가 실적 개선 덕분,1
제이콘텐트리 극장 적자 규모 축소 가능할 전망,-1
휴온스그룹 상장 3사 120억원 규모 자사주 매입…주가 부양,0
경제이슈 - 5만원권의 딜레마 지하경제 일등공신?,0
“종근당홀딩스 비상장 자회사인 종근당건강의 기업가치 상승”,0
중기 환율급락에 경영난...연체율 '껑충',-1
오늘 데뷔 SK바이오팜…수익률 160% '따상' 찍을까,1
신예 지의정 모리부스엔터테인먼트와 전속계약 체결 ‘데뷔 준비 박차’,1
[주간환율전망] 신종 코로나 여진에 변동성 장세···1190원선 횡보,0
현대미포조선 4847억 석유화학제품운반선 10척 계약... 매출비 16%,0
셀트리온467억 규모 바이오시밀러 공급계약,1
기념촬영하는 참석자들,0
지노믹트리 이미 팔리고 있는 제품에 주목하자,1
LG 스마트폰 19분기 연속적자…작년 누적손실 1조원 넘어,-1
"맵퍼스 자율주행차 전용 HD맵 솔루션 개발…""쌍용차 공급""",1
비용 줄여도 '코로나19' 악재…LG폰 20분기 연속 적자 전망,-1
호텔신라 하반기 면세점 영업적자 불가피 -현대차증권,-1
항공사 채권값 급락…ABS도 '잠재적 뇌관',-1
모바일어플라이언스 43억 규모 공급계약 체결,1
"올해 건강보험 3조원 적자…복지부 ""계획된 것""",-1
코로나19發 인력감축 본격화..대기업 ‘권고사직’ 중소기업 ‘정리해고’,-1
[뉴욕증시] 다우 203P↓.. 널뛰기 장세 막판 급락,-1
코오롱생명과학 개선기간 부여에 상한가 이어 급등까지…상승 행진 어디까지...,1
"채용비리 포함 3대 비위행위 ""무관용""…베일 벗은 금감원 쇄신안 내용은",0
[더벨]재영솔루텍 적자전환 일시적…하반기 반등 기대,-1
<톡톡TALK> 리니지M 흥행에도 엔씨 주가 하락... 심의요청 꼼수가 부메랑,-1
"국회 정보위 ""통일부 추진 남북 물물교환 사업 철회""…통일부 ""아직 검토 중""",1
[PRNewswire] Seraphim Raystech와 150MW PV 모듈 공급 계약 체결,1
두산重 UAE서 700억원 규모 복합화력발전 설비 수주,1
[특징주]제이튠엔터 이틀째 상한가..`실적개선 기대감`,1
"한은, 올해 성장률 -1.3%로 대폭 하향…'코로나 재확산' 반영(종합2보)",-1
[Who Is ?] 김태한 삼성바이오로직스 대표이사 사장,0
전세계서 '나홀로 흑자' 낸 대한항공 화물 승부수 통했다,1
미국 제네릭 의약품 시장에 제대로 진출하려면,1
윤석헌 신임 금감원장 취임…금감원의 독립성 강조,0
현대重 LNG선 계약… 일주일새 2조5000억 수주,1
해상풍력발전 급성장… 대우조선·삼성重 수주 기대감 '솔솔',1
'천슬라'도 옛말... 500% 폭풍 상승에 테슬라 '이천슬라' 가나,0
"항공·공항 비정규직 노동자들 ""한시적 해고 금지 조치 촉구""",-1
"자비스, 2Q 영업손실 1.6억원…적자전환",-1
빨간불 켜진 나라 곳간…재정적자 111兆 '역대 최대',-1
`끝없는 코로나 절망`…美선물시장서 다우지수5%이상 급락해 거래 중단,-1
"LG디스플레이, 적자 탈출 전에 주가 탈출부터?",-1
셀트리온 리포트만 나오면… 바이오株 '집단 몸살',0
성과보다 기대로 몸집 커진 바이오주…임상실패 호된 ‘역풍’,0
메디톡스 또 어닝쇼크…결국 中 진출이 관건,0
"금감원 ""외환은행 매각 무효화 가능성 검토""",0
[M&A 매물장터] 매출 150억 건축내외장업체 100억원에 팝니다,0
'줄어든 여객' 화물로 대체...대한항공 깜짝 흑자전환,1
목포지방해양수산청 해양쓰레기 수거 전문업체와 계약 체결,1
[재계 ‘빅 4’의 미래] 구광모 LG그룹 회장,0
NHN-자비스넷 영상보안 솔루션 공급·판매 관련 계약 체결,1
과기부 코로나19로 인한 연구현장 애로 해소 지원,-1
STX조선해양 8개월만에 첫 수주…탱커 3척 계약,1
한전 2분기 실적 발표 앞둬... 적자 폭 줄일 듯,-1
"CJ제일제당 목표주가 높아져 ""수익성 개선흐름 3분기도 이어져""",0
일자리 재정지원 커져서…고용보험기금 적자 3.2조 전망,-1
LG화학 2019년 영업이익 8956억원…전년대비 60%↓,-1
한국조선해양 중형 PC선 2척 860억 수주,1
"코스피, 2.63p 오른 2371.95 출발(0.11%↑)",0
"한신평 ""국내 정유사들 1분기 대규모 적자""…등급전망 줄하향",-1
대한전선 2분기 영업익 209억…상반기 흑자 전환,1
"삼성重 ""유상증자 반드시 성공"" 신년간담회 연 남준우 사장",1
한국조선해양 중형 PC선 2척 860억 수주,1
日 소프트뱅크 2분기 대규모 흑자 전환...주식 매각·증시 회복 영향,1
[춘천]석사동 공동체사업 추진,1
맥킨지 컨설팅 보고서에 조선업계 구조조정 요동,0
[특징주]엠게임 1분기 실적 개선..상한가,1
'공매도 금지' 사실상 연장…모든 종목? 일부만?,0
현대모비스 영업익율 5년 만에 반등 성공…'바닥'쳤나?,0
[특징주]한전 말레이 전력공사와 3.5조원 규모 공급계약 체결 '강세',1
이스트소프트 신사업 성과에 2분기 흑자전환…영업익 18.6억원 기록,1
건설업계 7월 국내·외 수주 위축,1
<특징주> '우회상장 승인' JYP엔터 상한가,1
에이프로 상장 하루만에 두자릿수 하락...'소재부품장비(소부장) 패스트트랙...,-1
KT스카이라이프 주가 상승 예상 UHD방송으로 순조롭게 전환 중,0
코스피 삼성전자 실적 앞두고 관망세..사흘째 하락(마감),-1
[Invest]현대중공업의 현대오일뱅크 지분 매각 손익계산서,0
비트코인 5개월간 6배 뛰었는데···금감원 직원은 50% 수익?,0
<뉴욕마켓워치> 유가 작년 8월 이후 최저…주가·국채 보합,-1
매출 0원인데…시총 15위로 껑충 뛰어오른 기업,0
네이버와 신라젠 ‘극과 극’ 드라마…시총 순위로 본 2019 재계,0
제주항공 매출 41%↓…657억 적자,-1
IPO 기대주가 마이너스로 미투젠 상장 첫날 예상밖 부진…왜?,1
동부건설 ‘가락현대5차’ 재건축 수주 위해 우리은행 협약 체결,1
신작 ‘아홉번째하늘’ 기대감? 플레이위드 상한가,1
"한화, 3세 승계 작업 플랜B 가동?",0
[코스피·코스닥 21일 주요 공시] 한국조선해양 사우디서 PC선 10척 수주…약...,1
"모건스탠리 애플 목표주가 더 높여 ""아이폰 의존 수익구조 벗어나""",0
담배 매출 다시 '꿈틀'… 실패한 금연정책,-1
ICT 수출 위기 … 신규 수출 전략 및 융합 제품 발굴로 돌파해야,1
게임빌 2분기 영업이익 108억… 상반기 흑자 전환,1
[투자의窓] 공모주 신화 쓴 SK바이오팜 '따상상상' 가능할까 시가총액 벌써...,1
아이벡스메디칼시스템즈 고압산소치료시스템 공급 계약 체결,1
헤어증모술 기업 (주)코모리치 해외사업부 중국 두피전문 헤어알러지와 합자...,1
코로나19 치료제 '렘데시비르' 오늘부터 국내 공급,1
대한항공 화물이 살렸다…2분기 1천485억 흑자 '어닝서프라이즈'(종합2보),1
애경산업 2분기 영업손실 13억원… 코로나19에 '적자 전환',-1
[IB토마토](Today 공시)한국항공우주 경찰청헬기 공급계약 체결,1
[아침토론] 한은 기준금리 ‘연 0.75%’로 동결…통화정책 효과는?,0
구로구 G밸리 타운매니지먼트 사업 추진,1
한국테크놀로지 흑자전환·연매출 1조원 목표 부각에 상승,1
이마트 반기흑자 속 2분기 매출↑…연결 자회사 수익성 강화 `집중`,1
명문제약 골프장 매각에 유증까지 '적자 탈출 안간힘',-1
농심 한류 음식 관심 고조…국내외 라면매출 증가-하나,1
한전 2Q 영업익 3898억원…저유가 힘입어 2분기 연속 흑자,1
[Who Is ?] 김용덕 손해보험협회 회장,0
성윤모 장관 체코 원전사업에 대한 수주 의지 적극 표명,1
코로나19로 국내 상장사 1분기 영업익 17%↓ 전망,-1
LF 헤지스 '라이브 영상' 해외 수주회 진행,1
'닫힌 지갑' 백화점 여름세일도 못 열었다,0
"하나금투 ""이마트 온라인 매출 수익성에 긍정적…'매수'""",0
[코스닥] 20.57p(2.52%) 오른 836.31(장종료),0
현대重그룹 총 3400억원 규모 선박 6척 수주,1
세양선박 잇단 운송계약 소식으로 상한가,1
"유니슨, 최대주주 도시바→아네모이로 변경",0
일본 대표 전자업체 도시바 -16.55% 샤프 -26.36% 급락,-1
엔씨소프트 주가 상승 예상 하루 매출 꾸준해 투자매력 높아,0
따상은 따놓은 당상? 카카오게임즈 변수도 있다,1
[특징주]영백씨엠 3Q 실적개선 기대에 상한가,1
'V자 반등 소외' CJ ENM 실적 개선에 주가 반등 시동 걸었나,0
신한금융 네오플럭스 인수…주식매매계약 체결,1
유가 급락·코로나19로 조선업계 상반기 실적 부진… 하반기 LNG선 수주 기대,1
"[특징주] ""강원랜드 실적 바닥 확인…주가 추가 하락 가능성 제한적""",-1
[여의도 머니톡톡] 악재 고개드는 주식시장,-1
외국인 매도에도 中증시 훈풍…코스피 2190 '목전',0
2020년 스타기업 8기 히어로 사업 본격 추진,1
"KAI ""B787 날개 구조물 단종 시까지 독점 공급한다""",1
지난해 LG화학 영업이익 60.1%↓,-1
잉크와오피스 컴장수와 G&G 무인 복사기 토너 국내 총판 계약 체결,1
신성통상 전화로 정리해고 통보…노동법 위반 논란,-1
‘인터넷 경제대통령’ 미네르바 절필 선언 후 최초 토로,0
SK하이닉스 영업이익 64% 급감,-1
엇갈리는 저유가 희비…정유·화학 웃고 조선업 울고,0
"'따상' SK바이오팜 `품절주' 스타트…조정우 ""투자자께 감사""(종합)",1
"선익시스템, 전력 솔루션 전문업체 우진기전 인수 컨소시엄에 참여",0
국제 밀 가격 급락에도 제분업계 '모르쇠' 왜?,-1
GS 2분기 당기순이익 95억 흑자로 전환,1
"증권가 금감원 구조조정 ""실망이다!""",0
"'무서운' SK바이오팜 단순에 시총 21위..""패시브 자금 유입도""",1
아이벡스메디칼시스템즈 고압산소치료시스템 설치 지원 사업 수주,1
[인베스트조선] 대기업도 눈독 들이는 바이오 '시간'과의 싸움,0
[특징주] 대성미생물 실적 개선에 상한가,1
"[종목포커스]'허니버터' 크라운제과 달콤한 실적…""강한 이익 모멘텀""",0
"현대차證 ""웅진씽크빅, 비대면 확대·부채비율 개선""",0
에쓰오일 2분기 영업손실 1643억 원...적자 폭 확대,-1
전국민 코로나 백신 무료…호주 아스트라제네카와 계약,1
LH 아산탕정2 도시개발구역 지정…사업추진 본격화,1
"""외국인 또 샀다""…코스피, 3거래일째 상승해 2360선",0
경기도 코로나19 검사받는 취약노동자에 23만원 손실보상,-1
급락종목 반전드라마 펼칠까…금호석육·LG유플러스 이목 쏠려,-1
직장인 10명 7명 코로나 이후 해고나 권고사직 권유받아,-1
한국조선해양 900억원 규모 PC선 2척 수주,1
실적쇼크 종식은 언제쯤? 코로나19 장기화에 GKL·파라다이스 2분기도 손실,-1
한진중공업 35년 해고노동자 김진숙 “현장으로 돌아갈 마지막 시간”,-1
“겨우 버텼더니 정리해고?”…거리로 나온 호텔리어들,-1
[특징주] 에프엔씨 상장 첫날 상한가,1
[코로나19 두 달] 고군분투에서 세계가 주목하기까지 이랬다,-1
GS칼텍스 1분기 영업적자 1조 넘었다…창사 후 최악 실적,-1
현대차 영업익 반토막났지만…글로벌 적자 속 선방,-1
"[더뉴스-더인터뷰] 코로나19 밀집사업장 비상...""3차 유행 대비해야""",-1
[핫 종목] '조선' 뜨니 '철강'도 덩달아 상승...기자재 주는 상한가 행렬,1
현대상선 유상증자 청약 0.54대 1…주가 급락 가능성 우려 탓,-1
피치 美신용등급 전망 '안정적'→'부정적' 하향 조정,-1
최태원이 뛴다 SK그룹 인수합병의 '큰손'으로 부상,1
올 들어 주가 71% 급등-언택트로 ‘훨훨’…인텔 추월한 엔비디아,1
태평양물산 신규 바이어와 계약 체결…코로나 극복 박차,1
피해 학부모·시민단체 '안산 A유치원' 고발,-1
기후위기는 정치위기 시민의 힘이 절실하다,-1
세수 줄어드는데 또 적자국채 23.8조…나랏살림 112조 '펑크',-1
신세계 2분기 431억원 적자 …코로나19에 면세점 '발목',-1
윤석헌 금감원장 종합검사제도 부활...금융그룹 지배구조 정조준,0
젠큐릭스 코로나19 진단키트 첫 미국 현지 공급계약 체결,1
소프트뱅크 영업손실 1조3500억엔 전망,-1
두산중 3600억 김포열병합 공사 신규 수주,1
리디 창사 이래 첫 흑자전환...상반기 영업이익 714억원,1
피씨엘 1420만원 규모 의료기기 등 공급계약 체결,1
[Who Is ?] 정영채 NH투자증권 대표이사 사장,0
[터치 이종목] 대원미디어 1분기 흑자전환 호재로 상한가,1
현대중공업 올해 누적손실 1조원 돌파,0
[CNBC] 홀푸드 주가 급락의 결정적 요인은?,-1
올해 국내 조선사 LNG선 첫 수주…한국조선해양 4척 계약,1
SK하이닉스 13분기 만에 영업이익 5000억원대 무너져,0
토종닭 시세 급락 수급조절 시기 놓쳐,-1
[시황종합]코스피 FOMC 안도랠리... 2050선 돌파 실패,0
<뉴스와 시각>‘무능 바이러스’가 더 두렵다,0
[카카오 제국] 파죽지세 카카오 주가 어디까지 오를까,0
해양플랜트 '수주 절벽' 후폭풍… 조선 협력社 줄줄이 법정관리,1
한화파워시스템 에너지 선두 기업 4개사와 신재생 발전사업 MOU 체결,1
"“김기식 금감원장 등장으로 삼성생명의 삼성전자 지분 매각 불가피""",0
[실적] 한화생명 상반기 영업익 1436억…흑자전환 성공,1
금융위·금감원에 특별사법경찰권… 주가조작 신고포상 20억,0
코로나 따위에 환자 생명 살리는 일 멈출 수 없죠,-1
[주식 초고수는 지금]셀트리온·SK ‘사자’ ...알테오젠은 '팔자',0
올해 흑자 전환한 대한전선 9년 만에 '최대' 영업익,1
젠큐릭스 Progenitor MDX와 코로나19 진단키트 공급계약 체결,1
[특징주]동양텔레콤 실적개선 기대감 상한,1
[뉴욕증시] 연준 추가 금리인하 여부 불투명에 보합세,0
[G-쉽스토리] 한국조선해양 1주일 새 7척 수주하며 ‘조선업 名家’ 증명,1
두산중공업 3600억 규모 김포열병합발전소 신규 수주,1
'영화 중간에 집으로'…신종코로나 우려에 술렁대는 부천(종합),-1
한국조선해양 860억 규모 PC선 2척 수주,1
[뉴스텔링] 감사원 vs 금감원 성완종 게이트 ‘그림자 게임’,-1
컬러레이홀딩스 2분기 매출 456억 원...전년 동기 대비 180% 성장,1
이글루시큐리티 MS 애저 파트너 계약 체결,1
[Who Is ?] 진옥동 신한은행 은행장,0
대림산업 3840억원 규모 인천과 대전에서 도시정비사업 수주,1
(특징주)미주제강 상한가..`반기 실적 호조`,1
[뉴욕-채권]10년금리 1.78%대↓…무역협상 긴장 지속,-1
"[일문일답]이주열 ""거리두기 격상 등 경기충격 확대시 추가 금리인하 가능""",-1
e삼성의 저주는 끝났을까?,0
"삼바·셀트리온·SK바이오팜…셋 중 하나는 아직 ""싸다""",0
제주항공 2Q 영업손실 274억원…5년 만에 ‘적자전환’,-1
피씨엘 2Q 영업익 129.1억…흑자전환,1
[기자수첩] 코로나19 상황 속 국내 기업 2분기 실적 선방 증시 버팀목,0
시엔에이전기㈜-삼성重 수주한 셔틀탱커에 '스러스터 패키지 시스템' 제공 계...,1
(전일수급센터)삼성전자 외국인·기관 동반매수,1
코앞으로 다가온 어닝시즌…실적개선 종목도 옥석가려야,1
에쓰오일 코로나19 직격탄 맞아 창사 이래 최대 적자 석유화학부문은 영업이...,-1
"한화솔루션, 2021년 사상 최대 실적 전망-하나금융투자",1
[속보] SK바이오팜 열풍… 장 시작하자마자 상한가,1
진에어 2분기 영업손실 232억 원…적자 확대,-1
두산중공업 아랍에미리트 복합화력발전소 설비 수주,1
"[전문]정세균 ""의료확충·경제지원 절실"" 추경 시정연설",-1
실물 최악인데 주가 고공행진?…월가 점령한 '버블 논쟁',-1
주성엔지니어링 주가 강세 LG디스플레이에 장비 190억 공급계약,1
시총 16위인데… SK바이오팜 리포트는 여전히 ‘NR’,0
휴비스 2분기 당기순익 흑자전환… 원료가 하락 등 영향,1
"SK이노베이션 2분기 영업손실 4397억…""전 분기 대비 적자폭 크게 줄였지만 ...",-1
[中·日 반도체 삼성 협공] M&A 이어 설비증설 공세까지···반도체시장 新치...,0
[네오스타즈] 엘비세미콘 아이패드發 호재로 상한가,1
한국코퍼레이션 흑자전환은 ‘거래 재개’ 첫걸음…“의견 거절은 전기의 단...,1
베트남 기업 M&A 및 투자 '주목'‥호찌민 부동산규제완화 대형사업 '탄력',1
에이프로↑…공모주 '연타석 홈런',1
